route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
607,0000001432024090920250612,0004187192024090920250612,Sorni,0,,
607,0000001442024090920250612,0004187202024090920250612,Pressano Piazza,0,,
607,0000001442024090920250612,0004187212024090920250612,Pressano Piazza,0,,
613,0000001482024090920250612,0004187222024090920250612,Pressano Piazza,0,,
610,0000001462024090920250612,0004187232024090920250612,Lavis "Stazione Fs",0,,
610,0000001462024090920250612,0004187242024090920250612,Lavis "Stazione Fs",0,,
610,0000001462024090920250612,0004187252024090920250612,Lavis "Stazione Fs",0,,
610,0000001462024090920250612,0004187262024090920250612,Lavis "Stazione Fs",0,,
612,0000001462024090920250612,0004187282024090920250612,Lavis Via Nazionale,0,,
612,0000001462024090920250612,0004187292024090920250612,Lavis Via Nazionale,0,,
612,0000001462024090920250612,0004187302024090920250612,Lavis Via Nazionale,0,,
607,0000001442024090920250612,0004187312024090920250612,Sorni,0,,
607,0000001442024090920250612,0004187322024090920250612,Sorni,0,,
607,0000001442024090920250612,0004187332024090920250612,Sorni,0,,
607,0000001442024090920250612,0004187342024090920250612,Sorni,0,,
607,0000001432024090920250612,0004187352024090920250612,Sorni,0,,
607,0000001452024090920250612,0004187362024090920250612,Sorni,0,,
607,0000001462024090920250612,0004187372024090920250612,Sorni,0,,
607,0000001462024090920250612,0004187382024090920250612,Sorni,0,,
607,0000001442024090920250612,0004187392024090920250612,Sorni,0,,
613,0000001482024090920250612,0004187402024090920250612,Sorni,0,,
607,0000001442024090920250612,0004187422024090920250612,Lavis Via Nazionale,1,,
607,0000001442024090920250612,0004187432024090920250612,Lavis Via Nazionale,1,,
607,0000001442024090920250612,0004187442024090920250612,Lavis Via Nazionale,1,,
607,0000001442024090920250612,0004187452024090920250612,Lavis Via Nazionale,1,,
607,0000001432024090920250612,0004187462024090920250612,Lavis Via Nazionale,1,,
607,0000001452024090920250612,0004187472024090920250612,Lavis Via Nazionale,1,,
607,0000001462024090920250612,0004187482024090920250612,Lavis Via Nazionale,1,,
607,0000001462024090920250612,0004187492024090920250612,Lavis Via Nazionale,1,,
607,0000001442024090920250612,0004187502024090920250612,Lavis Via Nazionale,1,,
607,0000001442024090920250612,0004187522024090920250612,Lavis Via Nazionale,1,,
607,0000001442024090920250612,0004187532024090920250612,Lavis Via Nazionale,1,,
613,0000001472024090920250612,0004187542024090920250612,Lavis Via Nazionale,1,,
613,0000001482024090920250612,0004187552024090920250612,Lavis Via Nazionale,1,,
613,0000001482024090920250612,0004187562024090920250612,Lavis Via Nazionale,1,,
610,0000001462024090920250612,0004187572024090920250612,Lavis Via Nazionale,1,,
610,0000001462024090920250612,0004187582024090920250612,Lavis Via Nazionale,1,,
610,0000001462024090920250612,0004187592024090920250612,Lavis Via Nazionale,1,,
610,0000001462024090920250612,0004187602024090920250612,Lavis Via Nazionale,1,,
629,0000000032024090920250612,0004187702024090920250612,Lavis Nazionale,0,D208_F1713_Andata_sub2,1
400,0000000022024090920250612,0004187712024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004187722024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004187732024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
406,0000000022024090920250612,0004187742024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004187752024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004187762024090920250612,Piazza Dante "Dogana",1,D681_T0902b_Ritorno_PRINCIPALE_sub1,1
539,0000000032024090920250612,0004187772024090920250612,Piazza Dante "Pal. Regione",1,D164_F0410_Ritorno_sub1,1
539,0000000102024090920250612,0004187782024090920250612,Bettini "Madonna Bianca",0,D156_F0405_Andata_sub1,1
406,0000000032024090920250612,0004187792024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
400,0000000102024090920250612,0004187802024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
406,0000000032024090920250612,0004187812024090920250612,Piazza Dante "Dogana",1,D683_T0922_Ritorno_sub1,1
404,0000000032024090920250612,0004187822024090920250612,Verona "Palazzo Stella",0,D661_T0867_Andata_sub2,1
408,0000000102024090920250612,0004187832024090920250612,Piazza Dante "Dogana",1,D697_T1032_Ritorno_sub2,1
400,0000000022024090920250612,0004187842024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004187852024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004187862024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
539,0000000102024090920250612,0004187872024090920250612,Verona Menguzzato,0,D577_T0411b_Andata_sub1,1
539,0000000032024090920250612,0004187882024090920250612,Piazza Dante "Pal. Regione",1,D164_F0410_Ritorno_sub1,1
396,0000000032024090920250612,0004188292024090920250612,Travai Piazza Fiera,0,D570_T0381_Andata_sub1,1
396,0000000102024090920250612,0004188302024090920250612,Zambra "Top Center",1,D550_T0332a_Ritorno_sub2,1
400,0000000022024090920250612,0004188312024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188322024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188332024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188342024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188352024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188362024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188372024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188382024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188392024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188402024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188412024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188422024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022024090920250612,0004188432024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188442024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188452024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188462024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188472024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188482024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188492024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188502024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188512024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188522024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188532024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188542024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188552024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188562024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188572024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188582024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188592024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188602024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188612024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188622024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188632024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188642024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188652024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188662024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188672024090920250612,Oltrecastello,0,D593_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000102024090920250612,0004188682024090920250612,Povo "Polo Sociale" Cap.,0,D599_T0521h_Andata_sub1,1
400,0000000022024090920250612,0004188692024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188702024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188712024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188722024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188732024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188742024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188752024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188762024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188772024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188782024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188792024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188802024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188812024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188822024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000022024090920250612,0004188832024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188842024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188852024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188862024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188872024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188882024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188892024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188902024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188912024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188922024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188932024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188942024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188952024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188962024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188972024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188982024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004188992024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004189002024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004189012024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004189022024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004189032024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004189042024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
400,0000000102024090920250612,0004189052024090920250612,Piazza Dante "Dogana",1,D170_F0512_Ritorno_sub1,1
541,0000000032024090920250612,0004189062024090920250612,Grotta Piazza,0,D174_F0637_Andata_PRINCIPALE_sub1,1
402,0000000022024090920250612,0004189082024090920250612,Canova Paludi,1,D650_T0716_Ritorno_sub1,1
406,0000000022024090920250612,0004189102024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189112024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189122024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189132024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189142024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189152024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189162024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189172024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189182024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189192024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189202024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189212024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189222024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189232024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189242024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189252024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022024090920250612,0004189262024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189272024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189282024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189292024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189302024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189312024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189322024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189332024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189342024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189352024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189362024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189372024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189382024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189392024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189402024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189412024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189422024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189432024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189442024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189452024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189462024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189472024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189482024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189492024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189502024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000102024090920250612,0004189512024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
408,0000000022024090920250612,0004189522024090920250612,Montevaccino,0,D699_T1061a_Andata_sub1,1
408,0000000022024090920250612,0004189542024090920250612,Piazza Dante "Dogana",1,D701_T1062c_Ritorno_PRINCIPALE_sub1,1
408,0000000022024090920250612,0004189552024090920250612,Martignano P.Zza Menghin,1,D701_T1062c_Ritorno_PRINCIPALE_sub1,1
408,0000000032024090920250612,0004189572024090920250612,Cognola "Chiesa",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
629,0000000032024090920250612,0004189582024090920250612,Lavis Nazionale,0,D208_F1713_Andata_sub2,1
396,0000000092024090920250612,0004189692024090920250612,Verona "Palazzo Stella",0,D572_T0385_Andata_sub1,1
536,0000000092024090920250612,0004189702024090920250612,Sopramonte Piazza Oveno,0,D138_F0161_Andata_sub2,1
408,0000000022024090920250612,0004189712024090920250612,Montevaccino,0,D692_T1012_Ritorno_sub1,1
408,0000000022024090920250612,0004189722024090920250612,Montevaccino,0,D699_T1061a_Andata_sub1,1
539,0000000032024090920250612,0004189742024090920250612,Piazza Dante "Pal. Regione",1,D164_F0410_Ritorno_sub1,1
541,0000000102024090920250612,0004189752024090920250612,Piazza Dante "Dogana",1,D630_T0646_Ritorno_sub2,1
536,0000000032024090920250612,0004189762024090920250612,Sopramonte Piazza Oveno,0,D519_T0155a_Andata_(via_Cadine)_sub1,1
402,0000000032024090920250612,0004189772024090920250612,Canova Paludi,1,D650_T0716_Ritorno_sub1,1
406,0000000022024090920250612,0004190112024090920250612,Piazza Dante "Dogana",1,D685_T0928_Ritorno_sub2,1
396,0000000032024090920250612,0004190122024090920250612,San Rocco Piazza,0,D564_T0359_Andata_sub2,1
404,0000000032024090920250612,0004190132024090920250612,Verona "Palazzo Stella",0,D660_T0865_Andata_sub1,1
629,0000000032024090920250612,0004190142024090920250612,Lavis Nazionale,0,D208_F1713_Andata_sub2,1
539,0000000032024090920250612,0004190152024090920250612,Verona "S.Bartolameo",0,D583_T0421d_Andata_sub1,1
396,0000000102024090920250612,0004190272024090920250612,Conci "Villazzano 3",0,D561_T0351b_Andata_sub2,1
396,0000000102024090920250612,0004190282024090920250612,Conci "Villazzano 3",0,D561_T0351b_Andata_sub2,1
396,0000000102024090920250612,0004190292024090920250612,San Rocco Piazza,0,D564_T0359_Andata_sub2,1
396,0000000102024090920250612,0004190302024090920250612,Piazza Dante "Dogana",0,D561_T0351b_Andata_sub2,1
396,0000000092024090920250612,0004190312024090920250612,Zambra "Top Center",1,D544_T0326a_Ritorno_sub1,1
400,0000000102024090920250612,0004190322024090920250612,Povo "Polo Sociale" Cap.,0,D599_T0521h_Andata_sub1,1
396,0000000102024090920250612,0004190332024090920250612,Zambra "Top Center",1,D544_T0326a_Ritorno_sub1,1
404,0000000032024090920250612,0004190342024090920250612,Piazza Dante "Dogana",1,D179_F0842b_Ritorno_ALTA_sub1,1
406,0000000102024090920250612,0004190352024090920250612,Villamontagna P.Predaroi,0,D680_T0901b_Andata_PRINCIPALE_sub1,1
411,0000000022024090920250612,0004190372024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190382024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190392024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190402024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190412024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190422024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190432024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190442024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190452024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190462024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190472024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190482024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000022024090920250612,0004190502024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190512024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190522024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190532024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190542024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190552024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190562024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190572024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190582024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190592024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190602024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190612024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190622024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190632024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190642024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190652024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190662024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190672024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190682024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190692024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
411,0000000102024090920250612,0004190702024090920250612,Romagnano Piazza Condini,0,D713_T1201_Andata_PRINCIPALE_sub2,1
408,0000000022024090920250612,0004190832024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000102024090920250612,0004190842024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000102024090920250612,0004190852024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000102024090920250612,0004190862024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022024090920250612,0004190872024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022024090920250612,0004190882024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022024090920250612,0004190892024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022024090920250612,0004190902024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
408,0000000022024090920250612,0004190912024090920250612,Cognola "Centro Civico",0,D688_T1001c_Andata_PRINCIPALE_sub2,1
